exercice,code_produit,sous-branche,date_survenance,log_règlement
2021,IN,Incendie,2018,15.586131507989764
2022,IM,Incendie,2021,15.58455382525674
2023,IN,Incendie,2022,15.582507449654468
2022,IM,Incendie,2020,15.581533157054785
2018,IN,Incendie,2016,15.580093674379645
2022,IN,Incendie,2018,15.577122513394137
2019,IM,Incendie,2018,15.574643524365236
2022,IN,Incendie,2018,15.573655503285753
2018,IN,Incendie,2017,15.573368475516649
2019,IM,Incendie,2018,15.570554174255669
2019,IN,Incendie,2019,15.570376749591762
2018,IN,Incendie,2018,15.568182083891408
2020,IN,Incendie,2019,15.563796952217183
2015,IN,Incendie,2010,15.559254677276794
2019,IN,Incendie,2019,15.548701370014761
2022,RG,Responsabilité Civile,2017,14.764820505703662
2017,IN,Incendie,2016,15.547166103122624
2022,IN,Incendie,2019,15.538883876969946
2015,IN,Incendie,2014,15.533270051770852
2021,IN,Incendie,2018,15.532835054656733
2021,IN,Incendie,2016,15.526879653812296
2020,IN,Incendie,2017,15.526602124124874
2015,RG,Responsabilité Civile,2007,14.758194975758439
2022,IM,Incendie,2021,15.523344792254568
2014,IN,Incendie,2014,15.522985178933693
2020,IN,Incendie,2020,15.520258650202699
2019,IN,Incendie,2017,15.516798124028254
2022,IN,Incendie,2022,15.513137051711018
2023,IM,Incendie,2022,15.51149307179856
2019,RG,Responsabilité Civile,2016,14.757890000600801
2022,IN,Incendie,2019,15.503967935968994
2020,IN,Incendie,2017,15.501929518741765
2018,IN,Incendie,2016,15.500612374319363
2018,RG,Responsabilité Civile,2014,14.757469036587008
2015,IN,Incendie,2014,15.48302617722568
2020,IN,Incendie,2018,15.47637752676985
2018,IN,Incendie,2017,15.472377708928464
2016,IN,Incendie,2014,15.470848381808377
2023,RG,Responsabilité Civile,2022,14.747319812271636
2014,RG,Responsabilité Civile,2012,14.742298853110839
2018,IM,Incendie,2017,15.470418844443133
2016,IN,Incendie,2016,15.469987304261304
2018,IN,Incendie,2013,15.468099469081686
2020,RG,Responsabilité Civile,2019,14.739896435552788
2016,IN,Incendie,2016,15.467622828233893
2022,IM,Incendie,2021,15.466373866835072
2022,IM,Incendie,2021,15.463113027938691
2021,IN,Incendie,2018,15.462189425122556
2020,RG,Responsabilité Civile,2019,14.739896435552788
2015,IN,Incendie,2015,15.459733765457813
2016,IN,Incendie,2015,15.458436618367852
2018,IN,Incendie,2017,15.451323719244956
2019,IN,Incendie,2019,15.44203741899687
2015,PE,Incendie,2014,15.435567039316885
2023,RG,Responsabilité Civile,2016,14.735793311107967
2022,RG,Responsabilité Civile,2015,14.735793004335012
2017,RG,Responsabilité Civile,2014,14.73180128983843
2014,IN,Incendie,2012,15.433386737867588
2023,IN,Incendie,2020,15.424255036028326
2021,RG,Responsabilité Civile,2019,14.73180128983843
2016,IN,Incendie,2015,15.422656143022433
2018,RG,Responsabilité Civile,2010,14.724825753254
2022,IN,Incendie,2011,15.42035437970541
2017,IN,Incendie,2017,15.418125245050248
2023,IN,Incendie,2022,15.417487317090687
2018,RG,Responsabilité Civile,2015,14.71972869645841
2018,RG,Responsabilité Civile,2017,14.70134207823001
2014,RG,Responsabilité Civile,2009,14.699927061064585
2015,IN,Incendie,2014,15.414354206845038
2022,RG,Responsabilité Civile,2017,14.697535671898667
2018,IM,Incendie,2018,15.411873767774955
2023,IN,Incendie,2021,15.400549936162724
2016,IN,Incendie,2013,15.398827726814222
2020,RG,Responsabilité Civile,2019,14.691978795651258
2014,IN,Incendie,2006,15.397004809673255
2021,IN,Incendie,2020,15.393457803307003
2014,IN,Incendie,2011,15.392915294978858
2015,IN,Incendie,2014,15.38842094559542
2015,RG,Responsabilité Civile,2014,14.675230938350035
2020,IN,Incendie,2019,15.386818285123356
2014,IN,Incendie,2014,15.38527390274872
2023,RG,Responsabilité Civile,2021,14.669925886120343
2018,RG,Responsabilité Civile,2015,14.666764724697531
2022,IN,Incendie,2020,15.38412647587812
2021,RG,Responsabilité Civile,2021,14.66166848315788
2020,RG,Responsabilité Civile,2018,14.644984221242428
2017,IN,Incendie,2016,15.381544708482966
2019,IN,Incendie,2013,15.380940572941208
2014,RG,Responsabilité Civile,2011,14.64259369930001
2019,IM,Incendie,2018,15.37474547615439
